"Question","Answer"
"Question: Solve for U: VU > W.","Answer: U > W/V."
"Question: Solve for X: X^2 ≤ Y.","Answer: X ≤ √Y."
"Question: Solve for Z: |Z - A| = B.","Answer: Z = A ± B."
"Question: If C is to D as E is to F, find C.","Answer: C/D = E/F --> C = (D * E)/F."
"Question: Solve for G: G^2 + H^2 = I.","Answer: G = √(I - H^2)."
"Question: Simplify: J + K - J.","Answer: K."
"Question: Solve for A: 2A + B = C.","Answer: A = (C - B)/2."
"Question: Simplify D(E + F + G).","Answer: DE + DF + DG."
"Question: Factorize H^2 - I^2.","Answer: (H + I)(H - I)."
"Question: Solve for J: K/J = L.","Answer: J = K/L."
"Question: Simplify (M/N) - (O/P).","Answer: (MP - NO)/(NP)."
"Question: Solve for Q: R + S^2Q = T.","Answer: Q = (T - R)/S^2."
"Question: Solve for U: VU + W = X.","Answer: U = (X - W)/V."
"Question: Factorize Y^3 - Z.","Answer: Y(Y^2 - Z/Y^2)."
"Question: Solve for A: |2A - B| = C.","Answer: 2A = B ± C."
"Question: Simplify D(E - F + G).","Answer: DE - DF + DG."
"Question: If H/I = J/K, find H.","Answer: H = (I * J)/K."
"Question: Solve for L: M^2L + N = O.","Answer: L = (O - N)/M^2."
"Question: Solve for P: P^2 + Q = R.","Answer: P = √(R - Q)."
"Question: Simplify: S + T - S.","Answer: T."
"Question: Factorize U^2 - V^2.","Answer: (U + V)(U - V)."
"Question: Solve for A: A + B = 2C.","Answer: A = 2C - B."
"Question: Simplify D^2(E + F).","Answer: D^2E + D^2F."
"Question: Factorize G^2 - 4H^2.","Answer: (G + 2H)(G - 2H)."
"Question: Solve for I: J/I = K.","Answer: I = J/K."
"Question: Simplify (L/M) + (N/O).","Answer: (LO + MN)/(MO)."
"Question: Solve for P: QP + R = 3S.","Answer: P = (3S - R)/Q."
"Question: Solve for T: U^2T - V = W.","Answer: T = (W + V)/U^2."
"Question: Factorize X^3 + X.","Answer: X(X^2 + 1)."
"Question: Solve for Y: |Y + Z| = A.","Answer: Y = A - Z or Y = -A - Z."
"Question: Simplify B(C + D - E).","Answer: BC + BD - BE."
"Question: If F/G = H/I, find F.","Answer: F = (G * H)/I."
"Question: Solve for J: K + LJ = M.","Answer: J = (M - K)/L."
"Question: Solve for N: O^2 = N + P.","Answer: N = O^2 - P."
"Question: Simplify: Q + R - Q.","Answer: R."
"Question: Factorize S^2 - 9T^2.","Answer: (S + 3T)(S - 3T)."
